Supply and demand series;;;;;;;;;;;;;;;;;;;;;;
Argentina - Production;;;;;;;;;;;;;;;;;;;;;;
;Oil;Natural gas;Coal;Hydroenergy;Nuclear;Firewood;Sugarcane and products;"Other Primary
";Total Primaries;Electricity;LPG;Gasoline/alcohol;Kerosene/jet fuel;Diesel oil;Fuel oil;Coke;Charcoal;Gases;Other secondary;Non-energy;Total Secundaries;Total
;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal
1998;-4033,99;2509,97;1,75;;;;-0,11;;-1522,39;-0,09;-772,00;-577,07;1700,59;2411,17;291,80;439,97;;0,01;-40,01;820,00;4274,38;2751,99
1999;249,82;-8427,78;-5,60;;;;-2,61;-0,01;-8186,18;-0,04;-555,61;795,42;1952,67;5876,68;1851,24;-183,60;;-104,56;660,00;-120,00;10172,19;1986,01
2000;-329,77;-7492,76;-497,01;0,00;-0,47;-6,43;;;-8326,44;;9144,64;359,23;1641,29;3610,35;-7765,12;3799,43;0,00;546,07;-3040,02;4262,96;12558,83;4232,40
2001;202,65;-2964,42;-151,08;0,00;4,30;0,00;0,00;;-2908,55;0,00;8003,08;1962,43;-80,40;-904,49;-3261,31;540,66;0,00;1503,38;170,01;2105,88;10039,23;7130,67
2002;6493,13;-118,22;1450,59;0,00;0,45;0,00;0,00;;7825,95;0,00;3793,66;-1324,45;128,40;-1533,32;-1922,74;763,12;;764,34;100,01;-1,38;767,63;8593,57
2003;3521,15;2076,81;-1318,99;0,00;0,04;0,00;;0,00;4279,02;0,00;3191,89;-1009,84;-417,83;835,31;-3063,34;868,63;0,00;753,48;-110,00;1082,49;2130,79;6409,81
2004;4608,71;1472,61;395,16;0,00;;0,00;;;6476,48;;7423,35;-337,30;308,61;-199,69;-55,02;1009,06;0,00;2475,14;145,24;3335,94;14105,33;20581,81
2005;-2903,53;-2559,91;646,01;0,00;;0,00;0,00;0,00;-4817,44;0,00;7099,11;3846,03;157,38;2358,04;1666,18;750,46;;2796,97;429,94;40,47;19144,58;14327,14
2006;11230,23;-6015,21;564,56;0,00;-4,64;;;0,00;5774,94;0,00;-2,17;-1,49;-1,49;-2,92;0,79;822,81;;2295,05;0,00;-1001,60;2108,97;7883,91
2007;6618,09;-1097,98;1138,55;0,00;-13,69;0,00;0,00;0,00;6644,96;0,00;1851,86;0,00;;0,00;0,00;;;2109,20;0,00;0,00;3961,05;10606,01
2008;8914,24;-3929,16;1378,24;0,00;-21,63;0,00;;0,00;6341,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1772,69;0,00;0,00;1772,69;8114,38
2009;-3674,20;1814,56;1157,55;0,00;-31,38;0,00;0,00;0,00;-733,46;0,00;0,00;104,52;0,00;0,00;0,00;0,00;;1026,74;0,00;0,00;1131,25;397,80
2010;-5776,22;-628,72;-185,87;0,00;-41,46;0,00;;0,00;-6632,27;0,00;0,00;57,64;0,00;0,00;0,00;0,00;0,00;-443,19;0,00;0,00;-385,55;-7017,82
2011;-5334,90;6690,35;3976,10;0,00;13,50;;0,00;0,00;5345,04;0,00;0,00;41,69;0,00;0,00;0,00;;0,00;269,39;0,00;0,00;311,08;5656,13
2012;-5131,09;-3228,87;1574,10;0,00;-39,78;0,00;0,00;0,00;-6825,64;;0,00;64,06;0,00;0,00;0,00;0,00;;503,67;0,00;0,00;567,73;-6257,91
2013;-1274,61;-3692,18;-184,43;0,00;5,07;;0,00;0,00;-5146,16;0,00;0,00;-10,63;0,00;-6,11;0,00;0,00;;1051,45;0,00;0,00;1034,70;-4111,45
2014;-662,33;2350,20;1794,89;0,00;44,32;0,00;;0,00;3527,08;0,00;0,00;40,62;0,00;0,00;0,00;;;580,14;0,00;0,00;620,76;4147,84
2015;-5607,68;-2163,07;1543,60;0,00;-16,99;0,00;0,00;0,00;-6244,14;0,00;0,00;-353,57;0,00;0,00;0,00;0,00;0,00;1207,10;0,00;0,00;853,54;-5390,60
2016;-6294,44;9972,95;1243,65;0,00;;0,00;0,00;0,00;4922,15;0,00;0,00;-461,66;0,00;-30,16;0,00;0,00;;714,23;0,00;0,00;222,41;5144,56
2017;-7187,67;3849,15;1159,64;0,00;;0,00;;0,00;-2178,88;0,00;0,00;140,33;0,00;425,42;0,00;;;356,72;0,00;0,00;922,46;-1256,43
2018;-6939,99;5940,00;1186,70;0,00;;0,00;0,00;0,00;186,71;0,00;0,00;255,39;0,00;-642,68;0,00;0,00;;560,83;0,00;0,00;173,54;360,25
2019;-4583,87;0,00;320,22;0,00;;;0,00;0,00;-4263,65;0,00;;-643,22;;-39,74;-2020,00;;;509,89;-480,00;;-2673,07;-6936,71
2020;-664,84;890,00;210,39;0,00;;;;0,00;435,56;0,00;0,00;-541,12;0,00;545,57;0,00;0,00;;708,96;0,00;0,00;713,41;1148,97
2021;858,02;-2640,00;387,77;0,00;;0,00;0,00;0,00;-1394,21;;0,00;-566,78;;130,66;0,00;;;1227,82;0,00;;791,70;-602,51
;;;;;;;;;;;;;;;;;;;;;;
Argentina - Transport ;;;;;;;;;;;;;;;;;;;;;;
;Oil;Natural gas;Coal;Hydroenergy;Nuclear;Firewood;Sugarcane and products;"Other Primary
";Total Primaries;Electricity;LPG;Gasoline/alcohol;Kerosene/jet fuel;Diesel oil;Fuel oil;Coke;Charcoal;Gases;Other secondary;Non-energy;Total Secundaries;Total
;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal
1970;;;631,30;;;469,20;;;1100,50;280,36;;40887,63;2896,63;23872,81;7427,32;;;;;;75364,75;76465,24
1971;;;212,40;;;420,90;;;633,30;280,32;;43369,09;3387,56;26813,40;6556,79;;;;;;80407,16;81040,46
1972;;;141,60;;;409,40;;;551,00;270,00;;46023,87;3777,93;28840,50;6491,96;;;;;;85404,26;85955,26
1973;;;70,80;;;289,80;;;360,60;270,00;;48585,53;3612,52;30215,10;4834,24;;;;;;87517,38;87877,98
1974;;;82,60;;;161,00;;;243,60;259,68;;47105,14;4002,88;32015,99;4936,11;;;;;;88319,81;88563,41
1975;;;59,00;;;149,50;;;208,50;250,23;;39670,54;4468,67;32938,10;6121,52;;;;;;83449,05;83657,55
1976;;;41,30;;;119,60;;;160,90;239,91;;40255,92;4128,59;32990,40;6251,17;;;;;;83865,99;84026,89
1977;;;29,50;;;89,70;;;119,20;229,62;;43488,83;5118,40;35722,20;5130,60;;;;;;89689,65;89808,85
1978;;;11,80;;;20,70;;;32,50;220,13;;46554,83;5760,18;36000,59;3398,79;;;;;;91934,52;91967,02
1979;;;;;;;;;;209,81;;51418,10;6641,48;38628,56;3102,61;;;;;;100000,56;100000,56
1980;;;;;;;;;;229,62;;55952,39;7291,20;38984,69;944,62;;;;;;103402,53;103402,53
