Supply and demand series;;;;;;;;;;;;;;;;;;;;;;
Argentina - Production;;;;;;;;;;;;;;;;;;;;;;
;Oil;Natural gas;Coal;Hydroenergy;Nuclear;Firewood;Sugarcane and products;"Other Primary
";Total Primaries;Electricity;LPG;Gasoline/alcohol;Kerosene/jet fuel;Diesel oil;Fuel oil;Coke;Charcoal;Gases;Other secondary;Non-energy;Total Secundaries;Total
;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal
1996;-241823,41;;;;;;;;-241823,41;;9714,49;69995,81;15188,84;97020,93;18571,61;;;5847,99;9960,00;13360,00;239659,68;-2163,73
1997;-264979,16;;;;;;;;-264979,16;;9059,45;78043,95;14486,26;106298,86;24649,72;;;4887,50;10620,00;13060,00;261105,74;-3873,42
1998;-275601,59;;;;;;;;-275601,59;;10562,53;76694,87;16736,15;108839,66;23473,31;;;6230,50;11450,00;16859,99;270847,02;-4754,57
1999;-280138,57;;;;;;;;-280138,57;;10901,75;77794,41;18024,19;110611,31;24558,53;;;6570,50;11420,00;14180,00;274060,69;-6077,87
2000;-261937,70;;;;;;;;-261937,70;;10424,69;47621,15;12496,65;95007,02;13607,14;11201,48;;6977,61;14471,88;8647,19;220454,82;-41482,88
2001;-252794,89;;;;;;;;-252794,89;;12351,35;46171,63;13102,92;104503,39;16893,34;11523,80;;9175,91;14798,85;8249,62;236770,83;-16024,07
2002;-241922,22;;;;;;;;-241922,22;;11576,93;41658,77;13476,34;95906,60;17203,37;11803,30;;9149,93;15054,72;7620,38;223450,33;-18471,89
2003;-251043,75;;;;;;;;-251043,75;;12551,83;37461,69;11806,55;101549,93;18689,45;12097,42;;10581,55;18875,07;10206,48;233819,97;-17223,79
2004;-259783,28;;;;;;;;-259783,28;;13060,10;35712,66;12565,16;103238,83;22790,04;11536,62;;10252,23;19956,92;11690,20;240802,76;-18980,52
2005;-259078,95;;;;;;;;-259078,95;;11833,30;36970,20;13023,01;100585,98;26837,61;11159,09;;10101,36;18980,73;11865,08;241356,37;-17722,58
2006;-274417,24;;;;;;;;-274417,24;;11223,91;36216,49;12145,03;108335,74;33125,89;11220,32;;10236,24;21182,69;11980,05;255666,36;-18750,88
2007;-291586,23;;;;;;;;-291586,23;;11297,15;36952,39;12822,30;111052,44;41815,85;10283,17;;10226,95;25415,11;11875,59;271740,95;-19845,28
2008;-284961,06;;;;;;;;-284961,06;;13184,70;35367,07;12577,06;107455,83;46198,62;9887,27;;10068,14;23727,16;11455,78;269921,62;-15039,44
2009;-259530,45;;;;;;;;-259530,45;;13003,78;36409,04;13202,24;103197,11;31545,53;9607,19;;10127,76;20763,24;11055,20;248911,10;-10619,35
2010;-263454,10;;;;;;;;-263454,10;;14643,65;36764,55;14270,15;97896,41;35037,57;9506,76;;9437,22;20252,82;11326,56;249135,69;-14318,41
2011;-255702,02;;;;;;;;-255702,02;;13007,35;41835,03;13763,22;94993,64;32167,87;9469,62;;10102,73;13781,67;10860,27;239981,42;-15720,60
2012;-263418,62;;;;;;;;-263418,62;;13108,68;45124,54;14331,99;92927,56;38258,12;10021,12;;11870,27;12835,68;9863,46;248341,41;-15077,20
2013;-262231,76;;;;;;;;-262231,76;;12896,41;46546,82;14249,39;89185,50;41723,07;9131,06;;12260,88;8616,27;11357,80;245967,22;-16264,54
2014;-262175,36;;;;;;;;-262175,36;;13310,00;43337,38;13663,44;87472,66;45007,36;8745,64;;11485,19;10403,26;10555,18;243980,11;-18195,25
2015;-266954,24;;;;;;;;-266954,24;;9660,65;50462,44;13818,03;92959,66;45137,52;9088,30;;12745,49;9605,61;8905,90;252383,61;-14570,62
2016;-255010,77;;;;;;;;-255010,77;;11738,54;51039,52;13776,04;89264,05;38444,29;9561,68;;12340,69;8104,97;8340,00;242609,78;-12400,99
2017;-249330,87;;;;;;;;-249330,87;;11044,00;53922,49;15161,50;88926,17;29332,09;10050,30;;12007,59;7707,20;9268,23;237419,58;-11911,30
2018;-233346,81;;;;;;;;-233346,81;;10131,65;50987,70;15442,21;85551,47;18406,75;10279,09;;12627,95;4715,55;7800,15;215942,51;-17404,30
2019;-236119,88;;;;;;;;-236119,88;;8506,30;49577,04;15476,43;85721,68;20956,54;9942,61;;10991,62;6780,53;7043,89;214996,63;-21123,25
2020;-206837,52;;;;;;;;-206837,52;;7106,00;36785,57;5574,08;82784,24;25889,55;8496,33;;10404,30;12299,62;6234,12;195573,81;-11263,71
2021;-234632,96;;;;;;;;-234632,96;;8140,00;48905,81;6309,42;95574,74;19867,18;10100,84;;10601,70;11654,52;7487,63;218641,84;-15991,13
;;;;;;;;;;;;;;;;;;;;;;
Argentina - Power plants ;;;;;;;;;;;;;;;;;;;;;;
;Oil;Natural gas;Coal;Hydroenergy;Nuclear;Firewood;Sugarcane and products;"Other Primary
";Total Primaries;Electricity;LPG;Gasoline/alcohol;Kerosene/jet fuel;Diesel oil;Fuel oil;Coke;Charcoal;Gases;Other secondary;Non-energy;Total Secundaries;Total
;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal
1970;;-6050,61;-2231,97;-1600,00;;;;;-9882,58;14450,00;;;;-5920,00;-27759,99;;;;;;14450,00;-29112,57
1971;;-6847,40;-2671,17;-1590,00;;;;;-11108,56;16038,14;;;;-7612,50;-30014,90;;;;;;16038,14;-32697,83
1972;;-10275,25;-2044,77;-1550,02;;;;;-13870,04;17549,16;;;;-7194,91;-32802,46;;;;;;17549,16;-36318,24
1973;;-13138,70;-2181,57;-3110,19;;;;;-18430,46;18584,60;;;;-7316,70;-30403,86;;;;;;18584,60;-37566,42
1974;;-13943,79;-2541,57;-5310,00;-4540,39;;;;-26335,75;19815,95;;;;-6438,00;-26227,14;;;;;;19815,95;-39184,94
1975;;-14624,38;-2815,16;-5510,12;-8770,18;;;;-31719,84;21128,13;;;;-6724,46;-24884,30;;;;;;21128,13;-42200,46
1976;;-13495,60;-2743,16;-5320,08;-9050,12;;;;-30608,96;21687,05;;;;-8090,97;-27282,90;;;;;;21687,05;-44295,78
1977;;-14093,19;-1814,38;-6120,00;-6528,67;;;;-28556,23;23392,00;;;;-10265,99;-30950,26;;;;;;23392,00;-46380,48
1978;;-14043,39;-2764,76;-8230,00;-10683,27;;;;-35721,42;24835,08;;;;-7812,60;-27782,99;;;;;;24835,08;-46481,94
1979;;-14167,89;-2462,37;-11360,00;-9629,78;;;;-37620,04;28398,42;;;;-9561,30;-30496,07;;;;;;28398,42;-49278,98
1980;;-19106,31;-2937,56;-16190,00;-8369,55;;;;-46603,43;30677,06;;;;-6838,20;-23337,71;;;;;;30677,06;-46102,28
1981;;-18782,62;-3110,36;-15690,00;-10359,81;;;;-47942,78;30286,36;;;;-5828,98;-21754,08;;;;;;30286,36;-45239,49
1982;;-24733,63;-2404,77;-18820,00;-6689,90;;;;-52648,30;31113,07;;;;-5480,99;-14724,98;;;;;;31113,07;-41741,21
1983;;-25571,92;-2829,56;-19710,00;-12099,80;;;;-60211,28;33456,67;;;;-5916,00;-14845,38;;;;;;33456,67;-47515,99
1984;;-25978,61;-1382,38;-21270,00;-15060,45;;;;-63691,44;35115,44;;;;-5933,40;-13132,10;;;;;;35115,44;-47641,51
1985;;-28078,48;-1605,58;-22100,00;-18069,57;;;;-69853,62;35686,99;;;;-4872,00;-7677,37;;;;;;35686,99;-46716,01
1986;;-27978,88;-2296,77;-22509,99;-17959,77;;;;-70745,42;38716,77;;;;-5933,40;-16049,65;;;;;;38716,77;-54011,69
1987;;-26252,51;-2195,97;-23460,00;-19640,41;;;;-71548,88;41354,04;;;;-5794,20;-21096,56;;;;;;41354,04;-57085,60
1988;;-47840,49;-4096,75;-16320,00;-17110,05;;;;-85367,28;41265,81;;;;-6455,40;-28179,82;;;;;;41265,81;-78736,69
1989;;-56322,96;-1670,38;-14220,00;-14460,01;;;;-86673,34;39925,15;;;;-5659,68;-14771,29;;;;;;39925,15;-67179,16
1990;;-44537,80;-1079,67;-19430,00;-22519,94;;;;-87567,41;38955,50;;;;-4476,66;-9730,39;;;;;;38955,50;-62818,95
1991;;-47708,44;-1994,98;-17610,00;-24320,27;;;;-91633,68;42308,55;;;;-3456,87;-15585,05;;;;;;42308,55;-68367,05
1992;;-47243,56;-1686,98;-20990,00;-21850,26;;;;-91770,80;44336,18;;;;-2774,13;-14262,73;;;;;;44336,18;-64471,48
1993;;-49235,61;-2736,97;-25870,00;-15530,31;;;;-93372,89;49061,62;;;;-1469,17;-12803,64;;;;;;49061,62;-58584,08
1994;;-50073,90;-6348,93;-29660,00;-24030,44;;;;-110113,27;51824,80;;;;-2618,58;-8098,03;;;;;;51824,80;-69005,07
1995;;-60258,01;-4969,95;-28929,99;-21860,15;;;-4,47;-116022,58;54020,21;;;;-2169,19;-4605,29;;;;;;54020,21;-68776,85
1996;;-73562,88;-3877,96;-24650,00;-21940,28;;;-8,26;-124039,37;55843,49;;;;-1937,04;-5937,80;;;;;;55843,49;-76070,73
1997;;-70292,69;-3132,16;-30230,00;-24119,97;;;-10,00;-127784,83;58288,13;;;;-1054,35;-3574,80;;;;;;58288,13;-74125,85
1998;;-71463,01;-2995,97;-28490,00;-22369,59;;;-27,95;-125346,52;58629,55;;;;-1132,13;-8079,78;;;;;;58629,55;-75928,88
1999;;-88876,40;-3793,96;-23220,00;-20899,65;;;-29,93;-136819,94;62925,50;;;;-1391,40;-8079,78;;;;;;62925,50;-83365,62
2000;;-90461,70;-2645,65;-30918,96;-17750,47;;;-0,03;-141776,80;69710,19;;;;-1160,46;-6410,66;;;;;;69710,19;-79637,73
2001;;-73853,40;-1210,91;-39720,33;-20295,70;;;-0,04;-135080,38;71368,48;;;;-853,12;-1442,20;;;;;;71368,48;-66007,22
2002;;-64607,20;-350,02;-38481,57;-17159,55;;;-0,04;-120598,38;65907,40;;;;-728,89;-391,75;;;;;;65907,40;-55811,62
2003;;-72633,30;-384,77;-36267,54;-22130,76;;;-0,06;-131416,43;71971,12;;;;-790,78;-1192,43;;;;;;71971,12;-61428,52
2004;;-85848,56;-1932,80;-32728,50;-23786,16;;;-62,36;-144358,38;78586,24;;;;-1306,98;-8079,90;;;;;;78586,24;-75159,02
2005;;-88727,00;-3294,67;-36756,72;-20893,35;;;-61,75;-149733,48;83119,78;;;;-967,18;-11049,90;;;;;;83119,78;-78630,78
2006;;-94468,94;-2989,62;-40910,59;-22171,45;;;-59,97;-160600,57;89281,28;;;;-2072,44;-14987,17;;;;;;89281,28;-88378,90
2007;;-101060,79;-3181,25;-33927,26;-21422,49;;;-117,80;-159709,59;88969,09;;;;-7428,15;-18313,23;;;;;;88969,09;-96481,88
2008;;-105725,39;-4338,45;-33815,57;-21889,19;;;-80,30;-165848,89;93104,93;;;;-7763,62;-22868,66;;;;;;93104,93;-103376,24
2009;;-103281,04;-3859,56;-37724,88;-22816,46;;;-70,45;-167752,40;92769,55;;;;-8843,80;-15660,11;;;;;;92769,55;-99486,76
2010;;-95611,01;-4247,14;-36362,77;-22826,53;;;-48,52;-159095,98;95169,83;;;;-14982,10;-21979,07;;;;;;95169,83;-100887,31
2011;;-107493,29;-5392,40;-34231,50;-19101,50;;;-51,52;-166270,20;98658,99;;;;-18527,79;-25599,84;;;;;;98658,99;-111738,85
2012;;-119096,69;-5197,88;-31882,20;-18543,10;;;-712,69;-175432,56;104037,20;;;;-17112,99;-27788,10;;;;;;104037,20;-116296,45
2013;;-120117,59;-4590,71;-35771,79;-18498,25;;;-877,50;-179855,83;107259,48;;;;-15544,59;-21837,55;;;;;;107259,48;-109978,50
2014;;-120706,12;-5423,64;-35580,86;-12800,96;;;-546,12;-175057,70;106930,76;;;;-15538,47;-26606,39;;;;;;106930,76;-110271,80
2015;;-123795,64;-5258,46;-35258,29;-22037,47;;;-522,55;-186872,42;113222,07;;;;-19680,02;-28599,96;;;;;;113222,07;-121930,34
2016;;-132820,65;-3930,37;-32478,30;-22239,75;;;-482,49;-191951,56;114801,13;;;;-20515,28;-25975,79;;;;;;114801,13;-123641,50
2017;;-143296,31;-3529,53;-34535,91;-17451,64;;;-540,06;-199353,46;112551,74;;;;-12035,53;-12605,19;;;;;;112551,74;-111442,43
2018;;-142672,01;-3549,51;-34952,55;-18498,36;;;-1307,94;-200980,37;113192,77;;;;-7540,16;-5537,41;;;;;;113192,77;-100865,18
2019;;-125371,49;-1197,95;-29955,35;-22001,24;;;-5282,53;-183808,56;106624,12;;;;-3479,82;-1818,80;;;;;;106624,12;-82483,07
2020;;-118025,99;-2564,94;-26031,39;-27784,74;;;-9872,87;-184279,93;112759,49;;;;-7345,25;-5682,45;;;;;;112759,49;-84548,14
2021;;-134036,69;-4674,84;-21654,31;-28225,52;;;-13984,69;-202576,05;120393,15;;;;-17442,59;-7330,90;;;;;;120393,15;-106956,39
;;;;;;;;;;;;;;;;;;;;;;
Argentina - Self-producers;;;;;;;;;;;;;;;;;;;;;;
;Oil;Natural gas;Coal;Hydroenergy;Nuclear;Firewood;Sugarcane and products;"Other Primary
";Total Primaries;Electricity;LPG;Gasoline/alcohol;Kerosene/jet fuel;Diesel oil;Fuel oil;Coke;Charcoal;Gases;Other secondary;Non-energy;Total Secundaries;Total
;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal
1970;;-5486,22;-417,59;-70,00;;-20,70;-149,99;-240,01;-6384,52;4230,00;;;;-2589,99;-6080,00;;;-929,83;-100,00;;4230,00;-11854,34
1971;;-5403,22;-424,79;-70,00;;-20,70;-160,00;-250,00;-6328,71;4278,59;;;;-2618,71;-6547,52;;;-864,45;-100,00;;4278,59;-12180,81
1972;;-4465,33;-503,99;-69,99;;-39,10;-230,00;-280,00;-5588,42;4214,34;;;;-2322,90;-7343,98;;;-682,55;-120,00;;4214,34;-11843,51
1973;;-4457,03;-518,39;-110,06;;-29,90;-170,01;-219,99;-5505,39;4344,12;;;;-2349,00;-7584,76;;;-748,02;-100,00;;4344,12;-11943,07
1974;;-4241,24;-453,59;-60,00;;-29,90;-189,99;-210,00;-5184,72;4220,30;;;;-2227,20;-7353,23;;;-706,39;-109,64;;4220,30;-11360,88
1975;;-5154,22;-28,80;-79,97;;-89,70;-180,00;-200,00;-5732,69;4105,93;;;;-1748,97;-6760,53;;;-820,86;-30,00;;4105,93;-10987,12
1976;;-6457,30;-367,20;-70,00;;-29,99;-170,01;-230,00;-7324,50;4297,68;;;;-1626,90;-6630,88;;;-1066,30;-100,00;;4297,68;-12450,90
1977;;-6399,20;-475,19;-80,00;;-40,00;-170,01;-260,00;-7424,41;4483,44;;;;-1513,80;-6695,70;;;-1005,29;-140,00;;4483,44;-12295,77
1978;;-4000,54;-403,19;-100,00;;-29,90;-170,01;-260,00;-4963,65;3917,99;;;;-1365,89;-6380,82;;;-1023,16;-140,00;;3917,99;-9955,54
1979;;-5170,82;-453,59;-100,00;;-80,50;-180,00;-470,01;-6454,92;3972,65;;;;-1296,34;-6408,53;;;-849,65;-140,00;;3972,65;-11176,80
1980;;-4971,63;-518,39;-90,00;;-59,80;-230,00;-449,99;-6319,82;3470,10;;;;-991,79;-5704,77;;;-1162,60;-149,99;;3470,10;-10858,88
1981;;-4573,23;-503,99;-100,00;;-50,60;-379,99;-379,99;-5987,82;3115,00;;;;-887,08;-4519,37;-108,80;;-803,54;-130,00;;3115,00;-9321,59
1982;;-4249,54;-496,79;-90,00;;-110,40;-330,00;-379,98;-5656,72;3189,30;;;;-800,40;-3852,57;;;-1157,49;-50,00;;3189,30;-8327,89
1983;;-4722,63;-489,59;-90,00;;-100,00;-300,00;-780,00;-6482,22;3525,66;;;;-878,70;-4843,50;;;-1521,25;-59,99;;3525,66;-10260,01
1984;;-5145,92;-460,79;-100,00;;-230,00;-300,00;-310,01;-6546,73;3554,98;;;;-574,20;-3574,75;;;-2040,59;-40,00;;3554,98;-9221,28
1985;;-5643,92;-475,19;-100,00;;-320,00;-280,00;-289,99;-7109,11;3274,28;;;;-487,19;-2546,77;;;-2183,99;-49,96;;3274,28;-9102,75
1986;;-5975,91;-424,79;-100,00;;-319,70;-299,76;-299,76;-7419,94;3442,32;;;;-478,52;-2820,16;;;-3150,31;-49,96;;3442,32;-10476,57
1987;;-5809,91;-489,59;-100,00;;-319,70;-309,48;-130,45;-7159,14;3465,11;;;;-348,00;-2843,12;;;-2430,90;-49,96;;3465,11;-9366,01
1988;;-6233,21;-367,20;-120,00;;-319,70;-340,01;-230,37;-7610,49;3883,76;;;;-565,51;-3340,05;;;-2338,44;-49,96;;3883,76;-10020,69
1989;;-7469,89;-453,59;-90,00;;-280,60;-300,00;-180,41;-8774,50;3816,93;;;;-439,34;-2944,99;;;-2673,94;-130,45;;3816,93;-11146,30
1990;;-7710,67;-415,24;-70,00;;-453,92;-120,00;-670,00;-9439,83;3443,01;;;;-311,13;-1869,48;;;-1857,06;-138,78;;3443,01;-10173,27
1991;;-7660,87;-392,00;-80,00;;-529,19;-136,50;-580,00;-9378,57;3210,81;;;;-276,54;-1851,24;;;-1397,94;-180,00;;3210,81;-9873,48
1992;;-6897,28;-378,00;-90,00;;-500,39;-158,60;-560,01;-8584,28;3274,45;;;;-518,54;-2115,70;;;-914,89;-200,00;;3274,45;-9058,95
1993;;-8183,76;-343,00;-100,00;;-489,59;-188,50;-219,99;-9524,85;3441,97;;;;-293,83;-2352,80;;;-1331,40;-110,00;;3441,97;-10170,92
1994;;-10126,02;-343,00;-80,00;;-431,99;-189,80;-289,99;-11460,80;3852,11;;;;-216,06;-2243,37;;;-1914,00;;;3852,11;-11982,11
1995;;-7884,97;-364,00;-80,00;;-446,39;-217,09;-410,00;-9402,45;3749,85;;;;-190,12;-1477,34;;;-1970,30;-340,00;;3749,85;-9630,35
1996;;-10043,02;-371,00;-60,00;;-563,47;-310,00;-679,99;-12027,47;4149,93;;;;-168,87;-1398,28;;;-2108,35;-180,00;;4149,93;-11733,04
1997;;-10043,00;-391,52;-70,00;;-563,47;-310,00;-330,00;-11707,99;4029,53;;;;-233,34;-1395,27;;;-2225,10;-180,00;;4029,53;-11712,17
1998;;-12524,68;-364,00;-100,00;;-516,52;-370,50;-440,00;-14315,70;5156,22;;;;-207,41;-392,13;;;-2123,94;-240,01;;5156,22;-12122,97
1999;;-15247,12;-364,00;-80,00;;-539,99;-351,00;-760,00;-17342,12;6514,93;;;;-259,27;-364,78;;;-1796,30;-230,00;;6514,93;-13477,53
2000;;-8594,97;-391,85;-80,00;;-514,29;-444,60;-1097,25;-11122,96;6810,86;;;;-234,82;-416,74;;;-1827,46;;;6810,86;-6791,12
2001;;-6551,49;-210,00;-100,00;;-469,29;-450,00;-1007,47;-8788,25;6150,00;;;;-149,95;-320,00;;;-2658,26;;;6150,00;-5766,46
2002;;-8029,35;-90,00;-100,00;;-842,14;-630,00;-1476,30;-11167,79;6840,00;;;;-179,94;-880,00;;;-2779,63;;;6840,00;-8167,36
2003;;-8773,18;-110,00;-110,00;;-1099,29;-770,00;-1586,02;-12448,49;7200,00;;;;-129,95;-890,00;;;-2855,05;;;7200,00;-9123,50
2004;;-11698,46;-120,70;-86,31;;-1431,06;-641,12;-2394,81;-16372,47;7638,06;;;;-156,31;-1519,19;;;-2427,88;;;7638,06;-12837,78
2005;;-10860,96;-106,61;-76,15;;-1422,00;-784,81;-2650,30;-15900,83;7825,32;;;;-224,68;-1263,11;;;-1947,51;;;7825,32;-11510,82
2006;;-10759,65;-143,76;-108,41;;-1361,47;-928,79;-2786,33;-16088,41;8262,98;;;;-389,67;-1061,97;;;-2769,61;;;8262,98;-12046,68
2007;;-13582,69;-156,88;-98,80;;-1332,27;-1542,34;-2490,73;-19203,72;8662,44;;;;-518,55;-1407,48;;;-2563,76;;;8662,44;-15031,07
2008;;-16640,12;-137,05;-94,98;;-1426,83;-1434,71;-2908,95;-22642,63;11733,58;;;;-450,19;-1389,44;;;-2836,13;;;11733,58;-15584,83
2009;;-18402,95;-147,32;-98,11;;-1439,67;-1412,91;-3044,94;-24545,90;12430,81;;;;-481,65;-674,76;;;-2523,19;;;12430,81;-15794,69
2010;;-20126,96;-142,52;-77,48;;-1763,57;-1537,27;-3394,73;-27042,52;13183,33;;;;-527,01;-778,40;;;-2393,22;;;13183,33;-17557,83
2011;;-19188,71;-147,67;-63,08;;-1975,02;-1448,75;-3415,21;-26238,44;12696,65;;;;-590,81;-722,50;;;-2406,06;;;12696,65;-17261,16
2012;;-17792,30;-140,42;-61,86;;-2000,68;-1489,74;-3583,16;-25068,14;12951,70;;;;-597,72;-872,15;;;-2326,71;;;12951,70;-15913,01
2013;;-18109,27;-119,74;-60,51;;-2228,25;-1468,20;-3710,19;-25696,16;12660,14;;;;-611,52;-742,99;;;-2232,65;;;12660,14;-16623,18
2014;;-16065,01;-119,74;-40,01;;-1788,85;-1064,57;-4053,70;-23131,88;12223,21;;;;-611,52;-1161,42;;;-2052,47;;;12223,21;-14734,07
2015;;-15062,52;-99,06;-38,76;;-2081,37;-1460,00;-3653,20;-22394,90;11840,46;;;;-589,43;-1119,46;;;-2211,56;;;11840,46;-14474,89
2016;;-15599,55;-117,59;-24,10;;-1806,32;-1035,70;-2920,28;-21503,53;11784,69;;;;-514,56;-1382,36;;;-2014,47;;;11784,69;-13630,23
2017;;-22625,96;-115,24;-49,29;;-1988,58;-1140,20;-3862,19;-29781,45;12680,12;;;;-671,88;-1521,84;;;-2217,73;;;12680,12;-21512,78
2018;;-23001,82;-171,10;-50,66;;-1384,28;-1144,08;-3875,32;-29627,26;13032,76;;;;-674,16;-1527,01;;;-2225,27;;;13032,76;-21020,94
2019;;-24191,93;-171,10;-51,98;;-3612,76;-1173,82;-2654,62;-31856,20;13371,61;;;;-691,69;-1566,72;;;-2298,05;;;13371,61;-23041,04
2020;;-16099,76;-96,58;-45,22;;-3624,55;-3116,81;-3601,56;-26584,48;11633,30;;;;-409,98;-1455,38;;;-2578,67;;;11633,30;-19395,21
2021;;-15411,94;-93,90;-43,97;;-3524,27;-3030,58;-3507,89;-25612,54;11317,49;;;;-398,64;-1415,11;;;-2507,32;;;11317,49;-18616,12
;;;;;;;;;;;;;;;;;;;;;;
Argentina - Gas plants;;;;;;;;;;;;;;;;;;;;;;
;Oil;Natural gas;Coal;Hydroenergy;Nuclear;Firewood;Sugarcane and products;"Other Primary
";Total Primaries;Electricity;LPG;Gasoline/alcohol;Kerosene/jet fuel;Diesel oil;Fuel oil;Coke;Charcoal;Gases;Other secondary;Non-energy;Total Secundaries;Total
;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal;10¹² cal
1970;;-1137,08;;;;;;;-1137,08;;930,00;300,00;;;;;;-90,21;;;1229,99;2,70
1971;;-1502,28;;;;;;;-1502,28;;1499,40;99,18;;;;;;-93,50;;;1598,57;2,80
1972;;-2157,97;;;;;;;-2157,97;;2111,14;122,16;;;;;;-76,50;;;2233,30;-1,17
1973;;-3469,35;;;;;;;-3469,35;;2704,84;836,95;;;;;;-76,33;;;3541,79;-3,88
1974;;-3261,85;;;;;;;-3261,85;;2334,60;973,62;;;;;;-51,35;;;3308,22;-4,98
1975;;-4158,24;;;;;;;-4158,24;;3046,10;1133,27;;;;;;-17,00;;;4179,37;4,13
1976;;-4805,63;;;;;;;-4805,63;;3416,35;1407,82;;;;;;-17,00;;;4824,17;1,54
1977;;-4332,54;;;;;;;-4332,54;;3416,35;980,88;;;;;;-68,00;;;4397,22;-3,31
1978;;-3593,85;;;;;;;-3593,85;;2846,02;859,93;;;;;;-119,35;;;3705,95;-7,25
1979;;-4133,34;;;;;;;-4133,34;;3287,32;943,38;;;;;;-93,50;;;4230,71;3,87
1980;;-4963,33;;;;;;;-4963,33;;3833,76;1179,23;;;;;;-51,00;;;5012,99;-1,34
1981;;-8573,77;;;;;;;-8573,77;;5286,27;3339,34;;;;;;-51,35;;;8625,61;0,49
1982;;-12076,32;;;;;;;-12076,32;;7226,31;2640,27;;;;;;-17,00;;2230,00;12096,58;3,26
1983;;-12831,61;;;;;;;-12831,61;;7350,66;2518,11;;;;;;-17,00;;2980,00;12848,77;0,16
1984;;-14059,99;;;;;;;-14059,99;;8014,48;2982,55;;;;;;-34,00;;3100,00;14097,03;3,04
1985;;-14250,89;;;;;;;-14250,89;;8355,74;2791,45;;;;;;;;3100,00;14247,19;-3,69
1986;;-14242,59;;;;;;;-14242,59;;8437,80;2647,23;;;;;;;;3150,31;14235,34;-7,25
1987;;-14732,28;;;;;;;-14732,28;;8079,12;3232,98;;;;;;;;3419,54;14731,64;-0,64
1988;;-14433,48;;;;;;;-14433,48;;8302,55;2799,92;;;;;;;;3329,33;14431,80;-1,68
1989;;-14541,38;;;;;;;-14541,38;;8232,00;2809,59;;;;;;;;3500,03;14541,63;0,24
1990;;-14621,31;;;;;;;-14621,31;;8638,35;2971,10;;;;;;;;3039,28;14648,73;27,42
1991;;-13783,44;;;;;;;-13783,44;;8731,93;1902,75;;;;;;;;3150,00;13784,68;1,25
1992;;-9140,32;;;;;;;-9140,32;;8866,44;2690,36;;;;;;;;3689,99;15246,80;6106,47
1993;;-16958,22;;;;;;;-16958,22;;9942,59;3516,96;;;;;;;;3529,99;16989,55;31,32
1994;;-16816,96;;;;;;;-16816,96;;9650,15;3898,12;;;;;;;;3310,00;16858,27;41,31
1995;;-17885,98;;;;;;;-17885,98;;11586,03;2526,60;;;;;;;;3780,00;17892,63;6,65
1996;;-17959,60;;;;;;;-17959,60;;11469,06;2480,81;;;;;;;;4010,01;17959,88;0,27
1997;;-18579,79;;;;;;;-18579,79;;12744,05;2417,43;;;;;;;;3400,00;18561,48;-18,31
1998;;-18332,02;;;;;;;-18332,02;;12293,72;2666,96;;;;;;;;3369,99;18330,67;-1,35
1999;;-20004,28;;;;;;;-20004,28;;13750,01;2448,63;;;;;;;;3790,00;19988,64;-15,64
2000;;-31451,75;;;;;;0,00;-31451,75;;16179,69;8571,51;0,00;0,00;0,00;0,00;;0,00;0,00;6700,55;31451,75;0,00
2001;;-35549,28;;;;;;0,00;-35549,28;;18438,92;9789,35;0,00;0,00;0,00;0,00;;0,00;0,00;7321,01;35549,28;0,00
2002;;-42813,36;;;;;;0,00;-42813,36;;20698,15;10549,49;0,00;0,00;0,00;0,00;;0,00;0,00;11565,72;42813,36;0,00
2003;;-47802,92;;;;;;0,00;-47802,92;;22957,38;13257,35;0,00;0,00;0,00;0,00;;0,00;0,00;11588,19;47802,92;0,00
2004;;-53481,06;;;;;;0,00;-53481,06;;25132,18;12984,48;0,00;0,00;0,00;0,00;;0,00;0,00;15364,40;53481,06;0,00
2005;;-46155,64;;;;;;0,00;-46155,64;;23732,77;11279,00;0,00;0,00;0,00;0,00;;0,00;0,00;11143,87;46155,64;0,00
2006;;-47192,44;;;;;;0,00;-47192,44;;24523,51;10991,04;0,00;0,00;0,00;0,00;;0,00;0,00;11677,88;47192,44;0,00
